jobID,  modelID,  status,  completionReason,  startTime,  endTime,  runtime(s),  expDesc,  numRecords,  modelParams|sensorParams|encoders|rwidth:n,  modelParams|sensorParams|encoders|rpos:n,  modelParams|clParams|alpha,  modelParams|tpParams|minThreshold,  modelParams|tpParams|activationThreshold,  modelParams|sensorParams|encoders|lwidth:n,  modelParams|tpParams|pamLength,  modelParams|sensorParams|encoders|lpos:n,  modelParams|sensorParams|encoders|_classifierInput|n,  modelParams|inferenceType,  modelParams|spParams|synPermInactiveDec,  multiStepBestPredictions:multiStep:errorMetric='aae':steps=[30, 40, 50]:window=1000:field=rpos,  multiStepBestPredictions:multiStep:errorMetric='altMAPE':steps=[30, 40, 50]:window=1000:field=rpos, 
1006,  1467,  completed,  eof,  2014-05-04 07:32:23,  2014-05-04 07:34:50,  147,  modelParams|sensorParams|encoders|rpos:n_193.modelParams|clParams|alpha_0.0383653741777.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_175.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.074573043534,  28629,  None,  193,  0.0383653741777,  10,  13,  None,  2,  None,  175,  NontemporalMultiStep,  0.074573043534,  0.238695416357,  5.67941935446, 
1006,  1468,  completed,  eof,  2014-05-04 07:32:53,  2014-05-04 07:34:42,  109,  modelParams|sensorParams|encoders|rwidth:n_150.modelParams|clParams|alpha_0.0255154379447.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_76.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.1,  28629,  150,  None,  0.0255154379447,  9,  13,  None,  2,  None,  76,  NontemporalMultiStep,  0.1,  0.249349526724,  5.93291882063, 
1006,  1469,  completed,  eof,  2014-05-04 07:32:57,  2014-05-04 07:34:20,  83,  modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|lpos:n_22.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.1,  28629,  None,  None,  0.0001,  9,  12,  None,  1,  22,  28,  NontemporalMultiStep,  0.1,  0.173471222023,  4.12750203099, 
1006,  1470,  completed,  eof,  2014-05-04 07:33:02,  2014-05-04 07:34:29,  87,  modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|sensorParams|encoders|lwidth:n_67.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.1,  28629,  None,  None,  0.0001,  9,  12,  67,  1,  None,  28,  NontemporalMultiStep,  0.1,  0.173471222023,  4.12750203099, 
1006,  1471,  completed,  eof,  2014-05-04 07:34:20,  2014-05-04 07:36:32,  132,  modelParams|sensorParams|encoders|rpos:n_122.modelParams|clParams|alpha_0.02008.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_127.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.07009,  28629,  None,  122,  0.02008,  10,  13,  None,  2,  None,  127,  NontemporalMultiStep,  0.07009,  0.184456381195,  4.38887833459, 
1006,  1472,  completed,  eof,  2014-05-04 07:34:29,  2014-05-04 07:35:56,  87,  modelParams|sensorParams|encoders|rwidth:n_79.modelParams|clParams|alpha_0.00723006376706.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0965093478447,  28629,  79,  None,  0.00723006376706,  9,  13,  None,  2,  None,  28,  NontemporalMultiStep,  0.0965093478447,  0.192011553158,  4.56864295064, 
1006,  1473,  completed,  eof,  2014-05-04 07:34:42,  2014-05-04 07:36:38,  116,  modelParams|clParams|alpha_0.00934042766598.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|lpos:n_118.modelParams|sensorParams|encoders|_classifierInput|n_77.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.1,  28629,  None,  None,  0.00934042766598,  9,  12,  None,  1,  118,  77,  NontemporalMultiStep,  0.1,  0.177882355408,  4.23245870214, 
1006,  1474,  completed,  eof,  2014-05-04 07:34:50,  2014-05-04 07:36:32,  102,  modelParams|clParams|alpha_0.00934042766598.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|sensorParams|encoders|lwidth:n_59.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_52.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.1,  28629,  None,  None,  0.00934042766598,  9,  12,  59,  2,  None,  52,  NontemporalMultiStep,  0.1,  0.169205761129,  4.02601143042, 
1006,  1475,  completed,  eof,  2014-05-04 07:35:56,  2014-05-04 07:38:23,  147,  modelParams|sensorParams|encoders|rpos:n_170.modelParams|clParams|alpha_0.0356002494518.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_175.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0830486956893,  28629,  None,  170,  0.0356002494518,  9,  13,  None,  2,  None,  175,  NontemporalMultiStep,  0.0830486956893,  0.235449192808,  5.60218006292, 
1006,  1476,  completed,  eof,  2014-05-04 07:36:32,  2014-05-04 07:38:20,  108,  modelParams|sensorParams|encoders|rwidth:n_127.modelParams|clParams|alpha_0.0227503132188.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_76.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.099498043534,  28629,  127,  None,  0.0227503132188,  9,  13,  None,  2,  None,  76,  NontemporalMultiStep,  0.099498043534,  0.245253399053,  5.83545726429, 
